user_id,cluster,segment
R02704,2,At-Risk
R02705,0,Champions
R02706,3,Loyal Riders
R02707,2,At-Risk
R02708,0,Champions
R02709,0,Champions
R02710,1,Dormant
R02711,0,Champions
R02712,2,At-Risk
R02713,1,Dormant
R02714,0,Champions
R02715,2,At-Risk
R02716,0,Champions
R02717,0,Champions
R02719,2,At-Risk
R02720,0,Champions
R02721,2,At-Risk
R02722,3,Loyal Riders
R02723,2,At-Risk
R02724,2,At-Risk
R02725,2,At-Risk
R02726,2,At-Risk
R02727,0,Champions
R02728,0,Champions
R02729,2,At-Risk
R02730,1,Dormant
R02731,0,Champions
R02732,2,At-Risk
R02733,1,Dormant
R02734,0,Champions
R02735,0,Champions
R02736,0,Champions
R02737,2,At-Risk
R02738,2,At-Risk
R02739,0,Champions
R02740,2,At-Risk
R02741,1,Dormant
R02742,0,Champions
R02743,2,At-Risk
R02744,1,Dormant
R02745,3,Loyal Riders
R02746,2,At-Risk
R02747,0,Champions
R02748,0,Champions
R02749,2,At-Risk
R02750,1,Dormant
R02751,1,Dormant
R02752,1,Dormant
R02753,0,Champions
R02754,2,At-Risk
R02755,2,At-Risk
R02756,0,Champions
R02757,0,Champions
R02758,3,Loyal Riders
R02759,2,At-Risk
R02761,3,Loyal Riders
R02762,2,At-Risk
R02763,1,Dormant
R02764,2,At-Risk
R02765,0,Champions
R02766,2,At-Risk
R02767,0,Champions
R02768,0,Champions
R02769,1,Dormant
R02770,2,At-Risk
R02771,2,At-Risk
R02772,0,Champions
R02773,1,Dormant
R02774,3,Loyal Riders
R02775,0,Champions
R02776,1,Dormant
R02777,0,Champions
R02778,1,Dormant
R02779,2,At-Risk
R02780,2,At-Risk
R02781,2,At-Risk
R02782,0,Champions
R02783,0,Champions
R02784,1,Dormant
R02785,0,Champions
R02786,0,Champions
R02787,2,At-Risk
R02788,0,Champions
R02789,3,Loyal Riders
R02790,2,At-Risk
R02791,2,At-Risk
R02792,1,Dormant
R02793,2,At-Risk
R02794,0,Champions
R02795,2,At-Risk
R02796,0,Champions
R02797,2,At-Risk
R02798,3,Loyal Riders
R02799,0,Champions
R02800,2,At-Risk
R02801,0,Champions
R02802,0,Champions
R02803,1,Dormant
R02804,1,Dormant
R02805,1,Dormant
R02806,2,At-Risk
R02807,2,At-Risk
R02808,0,Champions
R02809,0,Champions
R02810,1,Dormant
R02811,0,Champions
R02812,1,Dormant
R02813,2,At-Risk
R02814,2,At-Risk
R02815,2,At-Risk
R02816,0,Champions
R02817,3,Loyal Riders
R02818,2,At-Risk
R02819,1,Dormant
R02820,2,At-Risk
R02821,1,Dormant
R02822,1,Dormant
R02823,2,At-Risk
R02824,0,Champions
R02825,0,Champions
R02826,0,Champions
R02827,2,At-Risk
R02828,0,Champions
R02829,2,At-Risk
R02830,2,At-Risk
R02831,0,Champions
R02832,1,Dormant
R02833,0,Champions
R02834,1,Dormant
R02835,0,Champions
R02836,1,Dormant
R02837,1,Dormant
R02838,0,Champions
R02839,2,At-Risk
R02840,2,At-Risk
R02841,2,At-Risk
R02842,2,At-Risk
R02843,2,At-Risk
R02844,2,At-Risk
R02845,2,At-Risk
R02846,1,Dormant
R02847,2,At-Risk
R02848,2,At-Risk
R02849,0,Champions
R02850,1,Dormant
R02852,2,At-Risk
R02853,2,At-Risk
R02854,0,Champions
R02855,0,Champions
R02857,1,Dormant
R02858,3,Loyal Riders
R02859,2,At-Risk
R02860,2,At-Risk
R02861,2,At-Risk
R02862,0,Champions
R02863,2,At-Risk
R02864,0,Champions
R02865,0,Champions
R02866,0,Champions
R02867,0,Champions
R02868,1,Dormant
R02869,3,Loyal Riders
R02870,2,At-Risk
R02871,2,At-Risk
R02872,2,At-Risk
R02873,1,Dormant
R02874,0,Champions
R02875,2,At-Risk
R02876,2,At-Risk
R02877,2,At-Risk
R02879,0,Champions
R02882,2,At-Risk
R02883,2,At-Risk
R02884,0,Champions
R02886,2,At-Risk
R02887,2,At-Risk
R02888,2,At-Risk
R02889,0,Champions
R02890,1,Dormant
R02891,1,Dormant
R02892,1,Dormant
R02893,0,Champions
R02894,1,Dormant
R02895,3,Loyal Riders
R02896,0,Champions
R02897,2,At-Risk
R02898,0,Champions
R02900,0,Champions
R02901,2,At-Risk
R02902,1,Dormant
R02903,2,At-Risk
R02904,0,Champions
R02905,1,Dormant
R02906,0,Champions
R02907,0,Champions
R02908,2,At-Risk
R02909,0,Champions
R02911,2,At-Risk
R02912,2,At-Risk
R02913,0,Champions
R02914,3,Loyal Riders
R02915,3,Loyal Riders
R02916,2,At-Risk
R02917,1,Dormant
R02918,1,Dormant
R02919,1,Dormant
R02920,1,Dormant
R02921,0,Champions
R02923,2,At-Risk
R02925,2,At-Risk
R02926,2,At-Risk
R02928,1,Dormant
R02929,2,At-Risk
R02930,2,At-Risk
R02931,3,Loyal Riders
R02932,3,Loyal Riders
R02933,1,Dormant
R02935,0,Champions
R02936,1,Dormant
R02937,0,Champions
R02938,0,Champions
R02939,0,Champions
R02940,2,At-Risk
R02941,2,At-Risk
R02942,0,Champions
R02943,0,Champions
R02944,0,Champions
R02945,0,Champions
R02946,1,Dormant
R02948,2,At-Risk
R02949,2,At-Risk
R02950,2,At-Risk
R02951,0,Champions
R02952,2,At-Risk
R02953,0,Champions
R02954,3,Loyal Riders
R02955,1,Dormant
R02956,2,At-Risk
R02957,2,At-Risk
R02958,1,Dormant
R02959,2,At-Risk
R02960,1,Dormant
R02961,1,Dormant
R02962,2,At-Risk
R02963,0,Champions
R02964,2,At-Risk
R02965,2,At-Risk
R02966,0,Champions
R02967,0,Champions
R02968,1,Dormant
R02969,2,At-Risk
R02970,1,Dormant
R02971,0,Champions
R02972,3,Loyal Riders
R02973,1,Dormant
R02974,0,Champions
R02975,1,Dormant
R02976,2,At-Risk
R02977,2,At-Risk
R02978,2,At-Risk
R02979,0,Champions
R02980,1,Dormant
R02981,2,At-Risk
R02982,0,Champions
R02983,0,Champions
R02984,0,Champions
R02985,2,At-Risk
R02986,2,At-Risk
R02987,0,Champions
R02988,0,Champions
R02989,2,At-Risk
R02991,0,Champions
R02992,0,Champions
R02993,2,At-Risk
R02996,0,Champions
R02997,2,At-Risk
R02998,2,At-Risk
R02999,2,At-Risk
R03000,2,At-Risk
R03001,3,Loyal Riders
R03002,2,At-Risk
R03003,0,Champions
R03004,1,Dormant
R03005,1,Dormant
R03006,2,At-Risk
R03007,2,At-Risk
R03008,2,At-Risk
R03009,3,Loyal Riders
R03011,0,Champions
R03012,1,Dormant
R03013,3,Loyal Riders
R03014,1,Dormant
R03015,0,Champions
R03016,2,At-Risk
R03017,0,Champions
R03018,0,Champions
R03020,0,Champions
R03021,2,At-Risk
R03023,3,Loyal Riders
R03024,2,At-Risk
R03025,1,Dormant
R03026,1,Dormant
R03027,0,Champions
R03028,3,Loyal Riders
R03029,0,Champions
R03030,1,Dormant
R03031,0,Champions
R03032,1,Dormant
R03033,2,At-Risk
R03034,1,Dormant
R03035,2,At-Risk
R03036,0,Champions
R03037,0,Champions
R03038,2,At-Risk
R03039,1,Dormant
R03040,2,At-Risk
R03041,2,At-Risk
R03042,2,At-Risk
R03043,0,Champions
R03044,2,At-Risk
R03045,1,Dormant
R03046,2,At-Risk
R03047,1,Dormant
R03048,1,Dormant
R03049,2,At-Risk
R03050,2,At-Risk
R03052,0,Champions
R03053,1,Dormant
R03054,2,At-Risk
R03055,0,Champions
R03056,0,Champions
R03057,0,Champions
R03058,1,Dormant
R03059,2,At-Risk
R03060,2,At-Risk
R03061,0,Champions
R03062,2,At-Risk
R03063,0,Champions
R03064,0,Champions
R03065,3,Loyal Riders
R03066,2,At-Risk
R03067,2,At-Risk
R03068,1,Dormant
R03069,2,At-Risk
R03070,0,Champions
R03071,2,At-Risk
R03072,3,Loyal Riders
R03073,0,Champions
R03074,2,At-Risk
R03076,1,Dormant
R03077,0,Champions
R03078,2,At-Risk
R03079,2,At-Risk
R03080,1,Dormant
R03081,0,Champions
R03082,0,Champions
R03083,0,Champions
R03084,2,At-Risk
R03085,2,At-Risk
R03086,0,Champions
R03087,2,At-Risk
R03088,1,Dormant
R03089,3,Loyal Riders
R03090,2,At-Risk
R03091,2,At-Risk
R03092,0,Champions
R03093,3,Loyal Riders
R03095,1,Dormant
R03096,0,Champions
R03097,0,Champions
R03099,0,Champions
R03100,0,Champions
R03101,0,Champions
R03102,2,At-Risk
R03103,0,Champions
R03104,0,Champions
R03105,0,Champions
R03106,2,At-Risk
R03107,1,Dormant
R03108,1,Dormant
R03109,0,Champions
R03110,3,Loyal Riders
R03111,2,At-Risk
R03112,1,Dormant
R03113,2,At-Risk
R03114,0,Champions
R03115,2,At-Risk
R03116,2,At-Risk
R03117,0,Champions
R03118,2,At-Risk
R03119,0,Champions
R03120,2,At-Risk
R03121,1,Dormant
R03122,0,Champions
R03123,0,Champions
R03124,1,Dormant
R03125,0,Champions
R03126,2,At-Risk
R03127,1,Dormant
R03128,2,At-Risk
R03129,2,At-Risk
R03130,2,At-Risk
R03131,1,Dormant
R03132,0,Champions
R03133,3,Loyal Riders
R03134,2,At-Risk
R03135,1,Dormant
R03136,2,At-Risk
R03137,1,Dormant
R03138,0,Champions
R03139,1,Dormant
R03140,0,Champions
R03141,2,At-Risk
R03142,2,At-Risk
R03143,0,Champions
R03144,2,At-Risk
R03145,0,Champions
R03146,1,Dormant
R03147,0,Champions
R03148,1,Dormant
R03149,2,At-Risk
R03150,0,Champions
R03152,2,At-Risk
R03153,2,At-Risk
R03154,2,At-Risk
R03155,0,Champions
R03156,0,Champions
R03157,2,At-Risk
R03158,0,Champions
R03159,1,Dormant
R03160,0,Champions
R03161,0,Champions
R03162,2,At-Risk
R03163,2,At-Risk
R03164,2,At-Risk
R03165,0,Champions
R03166,2,At-Risk
R03167,0,Champions
R03169,0,Champions
R03170,1,Dormant
R03172,0,Champions
R03173,0,Champions
R03174,2,At-Risk
R03175,2,At-Risk
R03176,2,At-Risk
R03177,0,Champions
R03178,0,Champions
R03179,0,Champions
R03180,0,Champions
R03181,0,Champions
R03182,1,Dormant
R03183,2,At-Risk
R03184,2,At-Risk
R03185,2,At-Risk
R03186,3,Loyal Riders
R03187,3,Loyal Riders
R03188,0,Champions
R03189,0,Champions
R03190,2,At-Risk
R03191,1,Dormant
R03192,3,Loyal Riders
R03193,2,At-Risk
R03194,1,Dormant
R03195,1,Dormant
R03197,0,Champions
R03199,0,Champions
R03200,0,Champions
R03201,0,Champions
R03202,0,Champions
R03203,2,At-Risk
R03206,1,Dormant
R03207,2,At-Risk
R03208,0,Champions
R03209,2,At-Risk
R03210,0,Champions
R03211,0,Champions
R03212,2,At-Risk
R03213,0,Champions
R03214,0,Champions
R03215,0,Champions
R03216,0,Champions
R03217,0,Champions
R03218,0,Champions
R03219,0,Champions
R03221,2,At-Risk
R03222,0,Champions
R03223,2,At-Risk
R03224,2,At-Risk
R03225,2,At-Risk
R03226,3,Loyal Riders
R03227,2,At-Risk
R03228,2,At-Risk
R03229,2,At-Risk
R03230,2,At-Risk
R03231,0,Champions
R03233,2,At-Risk
R03234,1,Dormant
R03235,1,Dormant
R03236,0,Champions
R03237,3,Loyal Riders
R03238,3,Loyal Riders
R03239,0,Champions
R03240,0,Champions
R03241,0,Champions
R03242,2,At-Risk
R03243,0,Champions
R03244,0,Champions
R03245,1,Dormant
R03246,2,At-Risk
R03247,1,Dormant
R03248,2,At-Risk
R03249,0,Champions
R03250,2,At-Risk
R03251,0,Champions
R03252,2,At-Risk
R03254,2,At-Risk
R03255,1,Dormant
R03256,2,At-Risk
R03257,2,At-Risk
R03258,1,Dormant
R03259,1,Dormant
R03260,2,At-Risk
R03261,1,Dormant
R03262,0,Champions
R03263,0,Champions
R03264,2,At-Risk
R03265,2,At-Risk
R03266,0,Champions
R03267,2,At-Risk
R03268,2,At-Risk
R03269,0,Champions
R03270,3,Loyal Riders
R03272,0,Champions
R03273,2,At-Risk
R03274,2,At-Risk
R03275,1,Dormant
R03276,2,At-Risk
R03277,0,Champions
R03278,0,Champions
R03279,2,At-Risk
R03280,0,Champions
R03281,0,Champions
R03282,2,At-Risk
R03283,2,At-Risk
R03284,2,At-Risk
R03285,3,Loyal Riders
R03286,1,Dormant
R03287,2,At-Risk
R03288,0,Champions
R03289,2,At-Risk
R03290,1,Dormant
R03291,0,Champions
R03292,0,Champions
R03293,1,Dormant
R03294,2,At-Risk
R03295,2,At-Risk
R03296,2,At-Risk
R03297,2,At-Risk
R03298,2,At-Risk
R03299,0,Champions
R03300,2,At-Risk
R03301,2,At-Risk
R03303,2,At-Risk
R03304,0,Champions
R03306,2,At-Risk
R03307,2,At-Risk
R03308,1,Dormant
R03309,2,At-Risk
R03310,2,At-Risk
R03311,0,Champions
R03312,2,At-Risk
R03314,0,Champions
R03315,2,At-Risk
R03316,0,Champions
R03318,2,At-Risk
R03319,0,Champions
R03320,2,At-Risk
R03321,0,Champions
R03322,1,Dormant
R03323,0,Champions
R03324,2,At-Risk
R03325,2,At-Risk
R03326,3,Loyal Riders
R03327,1,Dormant
R03328,2,At-Risk
R03329,2,At-Risk
R03331,1,Dormant
R03332,0,Champions
R03333,0,Champions
R03335,1,Dormant
R03336,2,At-Risk
R03337,0,Champions
R03339,0,Champions
R03340,1,Dormant
R03341,0,Champions
R03342,0,Champions
R03343,1,Dormant
R03344,3,Loyal Riders
R03345,1,Dormant
R03346,0,Champions
R03347,0,Champions
R03348,2,At-Risk
R03349,0,Champions
R03350,2,At-Risk
R03351,0,Champions
R03352,0,Champions
R03353,0,Champions
R03354,1,Dormant
R03355,2,At-Risk
R03356,3,Loyal Riders
R03357,0,Champions
R03359,1,Dormant
R03360,0,Champions
R03361,1,Dormant
R03362,0,Champions
R03363,0,Champions
R03364,0,Champions
R03365,1,Dormant
R03366,1,Dormant
R03367,2,At-Risk
R03368,0,Champions
R03369,2,At-Risk
R03370,2,At-Risk
R03371,0,Champions
R03372,0,Champions
R03373,3,Loyal Riders
R03374,1,Dormant
R03375,2,At-Risk
R03377,2,At-Risk
R03378,2,At-Risk
R03380,1,Dormant
R03381,3,Loyal Riders
R03382,2,At-Risk
R03383,1,Dormant
R03384,2,At-Risk
R03385,0,Champions
R03386,2,At-Risk
R03387,1,Dormant
R03388,1,Dormant
R03389,1,Dormant
R03390,2,At-Risk
R03391,0,Champions
R03392,0,Champions
R03393,2,At-Risk
R03394,3,Loyal Riders
R03395,2,At-Risk
R03396,0,Champions
R03397,0,Champions
R03398,2,At-Risk
R03399,0,Champions
R03400,0,Champions
R03401,0,Champions
R03402,0,Champions
R03403,3,Loyal Riders
R03404,2,At-Risk
R03405,0,Champions
R03407,1,Dormant
R03408,2,At-Risk
R03409,0,Champions
R03410,2,At-Risk
R03411,2,At-Risk
R03412,0,Champions
R03413,0,Champions
R03414,3,Loyal Riders
R03416,2,At-Risk
R03417,2,At-Risk
R03418,1,Dormant
R03419,0,Champions
R03421,2,At-Risk
R03422,2,At-Risk
R03423,1,Dormant
R03424,0,Champions
R03425,0,Champions
R03426,2,At-Risk
R03427,0,Champions
R03428,2,At-Risk
R03429,2,At-Risk
R03430,2,At-Risk
R03431,0,Champions
R03433,0,Champions
R03434,0,Champions
R03435,0,Champions
R03436,0,Champions
R03437,0,Champions
R03438,0,Champions
R03439,2,At-Risk
R03440,2,At-Risk
R03441,2,At-Risk
R03442,1,Dormant
R03444,0,Champions
R03445,2,At-Risk
R03446,3,Loyal Riders
R03447,3,Loyal Riders
R03448,2,At-Risk
R03449,2,At-Risk
R03450,2,At-Risk
R03451,2,At-Risk
R03452,2,At-Risk
R03453,0,Champions
R03454,2,At-Risk
R03455,0,Champions
R03456,0,Champions
R03457,2,At-Risk
R03458,0,Champions
R03459,2,At-Risk
R03460,2,At-Risk
R03461,0,Champions
R03462,1,Dormant
R03463,2,At-Risk
R03464,2,At-Risk
R03465,0,Champions
R03466,1,Dormant
R03467,1,Dormant
R03468,0,Champions
R03469,1,Dormant
R03470,0,Champions
R03471,0,Champions
R03472,2,At-Risk
R03473,3,Loyal Riders
R03474,0,Champions
R03475,2,At-Risk
R03476,2,At-Risk
R03477,0,Champions
R03478,1,Dormant
R03479,2,At-Risk
R03480,2,At-Risk
R03481,1,Dormant
R03482,1,Dormant
R03483,0,Champions
R03484,1,Dormant
R03485,2,At-Risk
R03486,1,Dormant
R03487,3,Loyal Riders
R03488,0,Champions
R03489,2,At-Risk
R03490,2,At-Risk
R03491,0,Champions
R03492,1,Dormant
R03493,0,Champions
R03494,1,Dormant
R03495,2,At-Risk
R03496,0,Champions
R03497,2,At-Risk
R03498,2,At-Risk
R03499,2,At-Risk
R03500,0,Champions
R03501,0,Champions
R03502,3,Loyal Riders
R03503,2,At-Risk
R03505,2,At-Risk
R03506,0,Champions
R03509,0,Champions
R03510,1,Dormant
R03511,0,Champions
R03512,0,Champions
R03513,1,Dormant
R03514,0,Champions
R03515,2,At-Risk
R03516,0,Champions
R03517,2,At-Risk
R03518,1,Dormant
R03519,2,At-Risk
R03521,2,At-Risk
R03522,0,Champions
R03523,2,At-Risk
R03524,1,Dormant
R03525,2,At-Risk
R03526,2,At-Risk
R03527,1,Dormant
R03528,0,Champions
R03529,0,Champions
R03530,2,At-Risk
R03531,1,Dormant
R03532,2,At-Risk
R03533,2,At-Risk
R03534,0,Champions
R03535,0,Champions
R03536,2,At-Risk
R03537,0,Champions
R03538,1,Dormant
R03540,0,Champions
R03541,0,Champions
R03542,2,At-Risk
R03543,0,Champions
R03544,0,Champions
R03545,2,At-Risk
R03547,2,At-Risk
R03548,2,At-Risk
R03549,1,Dormant
R03550,2,At-Risk
R03551,3,Loyal Riders
R03552,3,Loyal Riders
R03553,2,At-Risk
R03554,0,Champions
R03555,2,At-Risk
R03556,2,At-Risk
R03557,0,Champions
R03558,2,At-Risk
R03560,1,Dormant
R03561,2,At-Risk
R03562,0,Champions
R03563,2,At-Risk
R03564,2,At-Risk
R03565,2,At-Risk
R03566,0,Champions
R03567,0,Champions
R03569,0,Champions
R03570,0,Champions
R03571,0,Champions
R03572,2,At-Risk
R03574,2,At-Risk
R03575,2,At-Risk
R03576,0,Champions
R03577,2,At-Risk
R03578,1,Dormant
R03580,2,At-Risk
R03581,2,At-Risk
R03582,1,Dormant
R03583,0,Champions
R03584,1,Dormant
R03585,3,Loyal Riders
R03586,0,Champions
R03588,3,Loyal Riders
R03589,2,At-Risk
R03590,0,Champions
R03591,1,Dormant
R03592,0,Champions
R03593,1,Dormant
R03594,2,At-Risk
R03595,0,Champions
R03596,2,At-Risk
R03597,2,At-Risk
R03598,2,At-Risk
R03599,0,Champions
R03600,1,Dormant
R03601,2,At-Risk
R03602,0,Champions
R03603,2,At-Risk
R03604,0,Champions
R03605,0,Champions
R03606,0,Champions
R03607,0,Champions
R03608,2,At-Risk
R03609,0,Champions
R03610,2,At-Risk
R03611,2,At-Risk
R03612,1,Dormant
R03613,3,Loyal Riders
R03614,2,At-Risk
R03615,2,At-Risk
R03616,2,At-Risk
R03617,0,Champions
R03618,2,At-Risk
R03619,1,Dormant
R03620,0,Champions
R03621,2,At-Risk
R03622,1,Dormant
R03624,2,At-Risk
R03625,0,Champions
R03626,2,At-Risk
R03627,2,At-Risk
R03628,2,At-Risk
R03629,0,Champions
R03630,2,At-Risk
R03631,0,Champions
R03632,0,Champions
R03633,0,Champions
R03634,0,Champions
R03635,2,At-Risk
R03636,0,Champions
R03637,0,Champions
R03638,3,Loyal Riders
R03639,1,Dormant
R03640,1,Dormant
R03641,3,Loyal Riders
R03642,3,Loyal Riders
R03643,0,Champions
R03644,0,Champions
R03645,2,At-Risk
R03646,0,Champions
R03647,0,Champions
R03648,1,Dormant
R03649,1,Dormant
R03651,0,Champions
R03652,1,Dormant
R03653,2,At-Risk
R03654,0,Champions
R03655,2,At-Risk
R03657,2,At-Risk
R03658,2,At-Risk
R03659,0,Champions
R03660,2,At-Risk
R03661,0,Champions
R03662,3,Loyal Riders
R03664,1,Dormant
R03665,0,Champions
R03666,1,Dormant
R03667,1,Dormant
R03668,2,At-Risk
R03669,0,Champions
R03670,1,Dormant
R03671,2,At-Risk
R03672,0,Champions
R03674,2,At-Risk
R03675,2,At-Risk
R03676,0,Champions
R03677,3,Loyal Riders
R03678,2,At-Risk
R03679,1,Dormant
R03680,1,Dormant
R03681,2,At-Risk
R03682,2,At-Risk
R03683,2,At-Risk
R03685,2,At-Risk
R03686,0,Champions
R03688,2,At-Risk
R03689,0,Champions
R03690,0,Champions
R03691,2,At-Risk
R03692,2,At-Risk
R03693,2,At-Risk
R03694,2,At-Risk
R03695,0,Champions
R03696,1,Dormant
R03697,3,Loyal Riders
R03698,0,Champions
R03699,2,At-Risk
R03700,1,Dormant
R03701,0,Champions
R03702,2,At-Risk
R03703,0,Champions
R03704,1,Dormant
R03705,0,Champions
R03706,2,At-Risk
R03707,2,At-Risk
R03708,2,At-Risk
R03709,0,Champions
R03710,2,At-Risk
R03711,0,Champions
R03712,1,Dormant
R03714,1,Dormant
R03715,2,At-Risk
R03716,2,At-Risk
R03717,0,Champions
R03718,1,Dormant
R03719,3,Loyal Riders
R03720,0,Champions
R03722,2,At-Risk
R03723,1,Dormant
R03724,2,At-Risk
R03725,0,Champions
R03726,0,Champions
R03727,2,At-Risk
R03728,0,Champions
R03729,1,Dormant
R03730,2,At-Risk
R03731,0,Champions
R03732,3,Loyal Riders
R03734,2,At-Risk
R03735,2,At-Risk
R03736,0,Champions
R03738,0,Champions
R03740,0,Champions
R03741,2,At-Risk
R03742,0,Champions
R03743,3,Loyal Riders
R03745,0,Champions
R03746,0,Champions
R03747,2,At-Risk
R03748,2,At-Risk
R03749,2,At-Risk
R03750,0,Champions
R03751,0,Champions
R03752,1,Dormant
R03753,0,Champions
R03754,1,Dormant
R03755,0,Champions
R03756,2,At-Risk
R03757,2,At-Risk
R03758,3,Loyal Riders
R03759,2,At-Risk
R03760,1,Dormant
R03761,0,Champions
R03762,2,At-Risk
R03763,1,Dormant
R03764,0,Champions
R03765,0,Champions
R03766,1,Dormant
R03767,2,At-Risk
R03768,0,Champions
R03769,2,At-Risk
R03770,2,At-Risk
R03771,1,Dormant
R03772,1,Dormant
R03773,0,Champions
R03774,2,At-Risk
R03775,0,Champions
R03776,2,At-Risk
R03777,2,At-Risk
R03778,2,At-Risk
R03779,1,Dormant
R03781,0,Champions
R03782,0,Champions
R03783,2,At-Risk
R03784,3,Loyal Riders
R03785,1,Dormant
R03786,1,Dormant
R03787,0,Champions
R03788,1,Dormant
R03789,1,Dormant
R03790,1,Dormant
R03791,2,At-Risk
R03792,0,Champions
R03793,2,At-Risk
R03794,1,Dormant
R03795,0,Champions
R03796,2,At-Risk
R03797,0,Champions
R03798,1,Dormant
R03799,3,Loyal Riders
R03800,2,At-Risk
R03801,0,Champions
R03803,0,Champions
R03804,2,At-Risk
R03805,0,Champions
R03806,2,At-Risk
R03807,2,At-Risk
R03808,1,Dormant
R03809,2,At-Risk
R03810,0,Champions
R03811,1,Dormant
R03812,2,At-Risk
R03813,1,Dormant
R03814,0,Champions
R03816,2,At-Risk
R03817,0,Champions
R03818,2,At-Risk
R03820,1,Dormant
R03821,1,Dormant
R03822,2,At-Risk
R03823,2,At-Risk
R03825,2,At-Risk
R03826,1,Dormant
R03827,2,At-Risk
R03828,2,At-Risk
R03829,0,Champions
R03830,1,Dormant
R03831,0,Champions
R03832,2,At-Risk
R03833,2,At-Risk
R03834,0,Champions
R03835,0,Champions
R03836,0,Champions
R03837,2,At-Risk
R03838,2,At-Risk
R03839,3,Loyal Riders
R03840,2,At-Risk
R03841,0,Champions
R03842,1,Dormant
R03843,0,Champions
R03844,2,At-Risk
R03845,0,Champions
R03846,2,At-Risk
R03847,0,Champions
R03848,0,Champions
R03849,0,Champions
R03850,2,At-Risk
R03851,2,At-Risk
R03852,0,Champions
R03853,2,At-Risk
R03854,1,Dormant
R03855,1,Dormant
R03856,2,At-Risk
R03857,0,Champions
R03859,2,At-Risk
R03861,0,Champions
R03862,0,Champions
R03863,0,Champions
R03864,1,Dormant
R03865,0,Champions
R03866,1,Dormant
R03867,0,Champions
R03868,1,Dormant
R03869,2,At-Risk
R03870,1,Dormant
R03872,0,Champions
R03874,0,Champions
R03875,2,At-Risk
R03876,1,Dormant
R03877,0,Champions
R03878,2,At-Risk
R03879,3,Loyal Riders
R03880,2,At-Risk
R03881,0,Champions
R03882,2,At-Risk
R03883,2,At-Risk
R03884,1,Dormant
R03885,2,At-Risk
R03886,0,Champions
R03887,1,Dormant
R03888,1,Dormant
R03889,3,Loyal Riders
R03890,0,Champions
R03891,2,At-Risk
R03892,0,Champions
R03893,0,Champions
R03894,2,At-Risk
R03895,1,Dormant
R03896,0,Champions
R03897,0,Champions
R03898,0,Champions
R03899,1,Dormant
R03900,0,Champions
R03901,0,Champions
R03902,0,Champions
R03903,2,At-Risk
R03904,2,At-Risk
R03905,0,Champions
R03906,1,Dormant
R03907,0,Champions
R03908,2,At-Risk
R03909,2,At-Risk
R03910,2,At-Risk
R03911,3,Loyal Riders
R03912,2,At-Risk
R03913,0,Champions
R03914,2,At-Risk
R03915,1,Dormant
R03916,2,At-Risk
R03917,2,At-Risk
R03918,2,At-Risk
R03919,1,Dormant
R03920,2,At-Risk
R03921,2,At-Risk
R03922,1,Dormant
R03923,1,Dormant
R03924,0,Champions
R03925,0,Champions
R03926,1,Dormant
R03927,2,At-Risk
R03928,2,At-Risk
R03929,2,At-Risk
R03930,2,At-Risk
R03931,0,Champions
R03932,3,Loyal Riders
R03933,1,Dormant
R03934,1,Dormant
R03936,0,Champions
R03937,1,Dormant
R03938,0,Champions
R03939,1,Dormant
R03940,2,At-Risk
R03941,1,Dormant
R03942,0,Champions
R03943,2,At-Risk
R03944,1,Dormant
R03945,0,Champions
R03948,2,At-Risk
R03949,0,Champions
R03950,0,Champions
R03952,3,Loyal Riders
R03953,2,At-Risk
R03954,3,Loyal Riders
R03955,1,Dormant
R03956,3,Loyal Riders
R03957,2,At-Risk
R03958,2,At-Risk
R03959,0,Champions
R03960,0,Champions
R03961,3,Loyal Riders
R03962,2,At-Risk
R03963,1,Dormant
R03964,1,Dormant
R03965,1,Dormant
R03966,1,Dormant
R03967,2,At-Risk
R03968,2,At-Risk
R03969,1,Dormant
R03970,0,Champions
R03971,0,Champions
R03972,1,Dormant
R03973,2,At-Risk
R03974,3,Loyal Riders
R03975,0,Champions
R03976,2,At-Risk
R03977,2,At-Risk
R03978,0,Champions
R03979,2,At-Risk
R03980,2,At-Risk
R03981,2,At-Risk
R03982,0,Champions
R03983,0,Champions
R03984,3,Loyal Riders
R03985,2,At-Risk
R03986,2,At-Risk
R03987,0,Champions
R03988,0,Champions
R03989,2,At-Risk
R03990,1,Dormant
R03991,0,Champions
R03992,0,Champions
R03993,0,Champions
R03994,2,At-Risk
R03995,0,Champions
R03996,0,Champions
R03997,0,Champions
R03998,1,Dormant
R03999,2,At-Risk
R04000,0,Champions
R04001,2,At-Risk
R04002,0,Champions
R04003,2,At-Risk
R04004,0,Champions
R04005,2,At-Risk
R04006,0,Champions
R04007,2,At-Risk
R04008,2,At-Risk
R04009,1,Dormant
R04010,2,At-Risk
R04011,1,Dormant
R04012,2,At-Risk
R04013,0,Champions
R04014,2,At-Risk
R04015,0,Champions
R04016,0,Champions
R04017,0,Champions
R04018,0,Champions
R04019,0,Champions
R04020,0,Champions
R04022,0,Champions
R04023,2,At-Risk
R04024,1,Dormant
R04025,0,Champions
R04026,3,Loyal Riders
R04027,0,Champions
R04028,2,At-Risk
R04029,2,At-Risk
R04030,2,At-Risk
R04033,0,Champions
R04035,0,Champions
R04036,0,Champions
R04037,3,Loyal Riders
R04038,1,Dormant
R04039,2,At-Risk
R04040,2,At-Risk
R04041,3,Loyal Riders
R04042,1,Dormant
